restaurant_name,location,price_for_2,din_rating,din_count,del_rating,del_count
Kaaraikudi,Ashok Nagar,700,4,429,4.1,2725
Cafe Society,Tambaram,500,3.8,377,3.6,2903
Shakos,Nungambakkam,600,4.3,339,4.1,4449
WOW! Momo,"Phoenix Market City, Velachery",400,3.8,424,None,Not enough Delivery Reviews
Winner's Bakery,Alwarpet,450,None,Does not offer Dining,4.1,290
Spice Trail,Egmore,450,4,412,3.7,2861
Parfait Cakes And Bakes,Velachery,600,4.1,402,3.9,1234
Carnival Food And Entertainment Zone,Pallikaranai,700,3.9,519,3.9,3571
Waters Edge Cafe - Radisson BLU Temple Bay,"Radisson Blu Temple Bay, Mamallapuram",3000,4,274,None,Does not offer Delivery
Food Box,Karapakkam,500,None,Does not offer Dining,3.9,2540
Kapila Dasa,"Express Avenue Mall,Royapettah",700,3.8,419,None,Does not offer Delivery
Coffeetales,Anna Nagar East,500,4.1,410,4.1,164
Chai Kings,Anna Nagar East,200,4.1,319,4,3880
Santrupti Vegeterian,Ramapuram,1000,4.1,320,3.8,1118
The Barbarian Turf,Potheri,700,2.8,586,3.7,18300
Signal Tod Cafe,"OMR Food Street, Guduvancheri",250,4.3,445,3.9,4619
Royal Indianaa - The Accord Metropolitan,"The Accord Metropolitan, T. Nagar",1500,4.5,397,None,Does not offer Delivery
Guest Hotel,Kilpauk,400,4,266,4,9025
Nawab's Dine,Potheri,500,4.3,578,4,4593
Ramzan Mehal Briyani,Kilpauk,300,3.6,450,3.6,10900
Arcot Biriyani,Porur,250,4,254,3.5,4175
Drunken Monkey,Nungambakkam,400,4.1,447,4.4,3133
Al Souk,Nungambakkam,750,4.1,244,4.1,147
Hotel Delma,Porur,900,3.3,347,3.8,3801
Above Sea Level - The Raintree,"The Raintree, Alwarpet",3000,4.2,383,None,Not enough Delivery Reviews
Ambur Star Biryani,Velachery,600,3.8,343,4.1,2587
Gusto Cafe,Nungambakkam,1100,3.8,390,None,Not enough Delivery Reviews
Sachin Ka Dhabba,Thuraipakkam,500,2.1,462,3.8,1255
Grill House,Nungambakkam,850,3.7,247,4,4642
Anise - Taj Coromandel,"Taj Coromandel, Nungambakkam",3000,4.2,375,None,Does not offer Delivery
The Coffee Bean & Tea Leaf,"Phoenix Market City, Velachery",700,4,385,3.9,80
Kebab@Lake Street,Velachery,500,4,266,3.8,10300
Brunchies All Day,Anna Nagar West,800,4,382,3.9,1836
Anu's Punjabi Dhaba,Gopalapuram,800,4.1,277,4.3,2140
Tosai Club,Thuraipakkam,600,4.1,365,3.7,4055
Idlies,Ashok Nagar,250,4.3,281,3.9,1370
Hotel Beach House,Potheri,500,3.4,548,4,11200
Munveedu,Adyar,550,3.9,380,3.9,67
Avartana - ITC Grand Chola,"ITC Grand Chola, Guindy",4500,4.8,371,None,Does not offer Delivery
Old Madras Baking Company,Alwarpet,250,4.3,343,4.4,298
Dakshin - Crowne Plaza Chennai Adyar Park,"Crowne Plaza Chennai Adyar Park, Alwarpet",2500,4.6,377,None,Does not offer Delivery
Hot Chips,Medavakkam,400,3.7,243,3.7,10800
Hotel Kalyana Bhavan Biriyani,Egmore,300,3.9,413,4,1861
Mansukh Sweets & Snacks,Ashok Nagar,400,3.7,307,4.1,3527
Atte - Glocal Cafe,Besant Nagar,400,4.1,372,3.8,53
The Hideout Bistro,Anna Nagar East,900,4.1,369,3.8,435
Cafe 23,Anna Nagar East,600,3.9,369,3.4,572
Cafe H,Anna Nagar West,500,4.1,363,3.9,4083
Chaa,Perungudi,200,4,357,3.6,2570
Tea Villa Cafe,T. Nagar,1000,4.2,322,3.9,33
National Lodge,Sowcarpet,300,4.2,520,3.8,586
Urban Desi House,Thuraipakkam,350,4,361,3.7,1152
Urban Lounge,"Hotel Centre Point, Sholinganallur",1500,4.2,511,3.6,57
London Grill N Shake,Egatoor,600,3.9,433,3.9,6634
Arabian Rooster,K.K. Nagar,400,3.9,480,3.9,5958
Madurai Nachiar,Velachery,350,3.6,542,3.4,12700
Mathura Restaurant,Triplicane,500,4.2,382,4.2,467
Sher E Punjab,Perungudi,400,3.9,348,4.3,764
Kolapasi Takeaway,Aminijikarai,500,None,Does not offer Dining,3.3,4945
Piano - The Savera Hotel,"The Savera Hotel, RK Salai (Cathedral Road)",2500,3.8,351,None,Does not offer Delivery
Al Beck,Ambattur,800,4.1,383,4.1,2397
Shubh,Nungambakkam,450,4,271,4.2,2055
Al Shafin Multi Cuisine Restaurant,Perungudi,1000,4,421,4.2,5692
The Belgian Waffle Co.,Nungambakkam,300,4.1,370,4,1899
Hot Kitchen,Tambaram,450,3.9,514,3.8,12800
New Pattukottai Kamatchi Mess,T. Nagar,550,4.6,419,None,Not enough Delivery Reviews
Shmoozie's Hand-Crafted Ice Creams,Egmore,400,4.5,322,4.3,324
Rotiwala,Adyar,250,3.9,376,3.5,2188
Dynasty,"Harrisons Hotel, Nungambakkam",1200,4.2,337,4.6,779
Aneef Biryani,T. Nagar,300,3.9,517,3.3,9239
Cafe Mercara Express - ITC Grand Chola,"ITC Grand Chola, Guindy",2500,4.3,294,None,Does not offer Delivery
The Little White Kitchen,Kilpauk,800,4,333,3.9,37
Citrus Cafe - Lemon Tree,"Lemon Tree Hotel, Guindy",1700,3,309,None,Does not offer Delivery
The Scoop Bar,Anna Nagar East,400,4,219,3.8,867
Sankranti,Anna Nagar East,700,3.9,339,4.1,1189
The Cupcake Company,Alwarpet,600,4,272,4.3,997
Mozza,Anna Nagar East,900,3.9,169,3.9,1458
Majestic 1963,Nandanam,900,4,296,3.4,851
Inchins,Anna Nagar West,600,3.7,401,3.7,3453
Kebapci,Nungambakkam,500,4.3,375,3.7,352
Shalimar,Perambur,450,4,352,None,Not enough Delivery Reviews
Amar Fast Food & Restaurant,T. Nagar,800,4,331,4.1,410
Ajanabi,Egmore,250,4.3,324,None,Not enough Delivery Reviews
Winter Palace,Alwarpet,1100,3.9,329,3.9,49
DINE,"Express Avenue Mall,Royapettah",1000,4.1,331,None,Does not offer Delivery
Matta Veg Food Corner,Ashok Nagar,250,3.8,479,3.8,2571
Buzz - Vivanta Chennai,"Vivanta Chennai, IT Expressway, Sholinganallur ",2500,4,326,None,Not enough Delivery Reviews
Rehoboth Biriyani and Kebabs,Thiruvanmiyur,600,3.8,452,3.4,14600
Suryas Chettinad Multi Cuisine Restaurant,Sholinganallur,600,4,349,3.6,32600
Kalo's,Besant Nagar,500,4.1,323,3.8,794
Galito's,Velachery,1000,4.2,316,4,343
Table 9,Potheri,600,3.5,439,4,8572
Seagull - Taj Fisherman's Cove Resort & Spa,"Taj Fisherman's Cove Resort & Spa, Kanchipuram District",3000,4.1,308,None,Does not offer Delivery
Pappa Roti,"Phoenix Market City, Velachery",800,4.2,309,3.9,97
Chin Chin - The Residency,"The Residency, T. Nagar",1500,4.1,299,None,Not enough Delivery Reviews
Naattarasan,GST Road,500,4,408,3.9,2503
SGS Snackers,K.K. Nagar,300,3.9,351,4,11900
The Square - Novotel,Novotel Chennai Sipcot,2500,4.1,301,None,Not enough Delivery Reviews
Kathi Junction,Karapakkam,300,3.8,454,3.5,15400
Goddy's,Nungambakkam,1200,4,254,3.7,245
AGS Restaurant,Medavakkam,600,3.9,380,3.8,7518
Jack N Jill Fast Food,Anna Nagar West,400,4.1,404,3.9,2896
Madras - The Raintree,"The Raintree, Teynampet",1800,4.4,295,None,Not enough Delivery Reviews
Toscano,Nungambakkam,1200,4.3,291,3.9,82
Craveyard Cafe,Adyar,650,3.9,300,4,178
East Coast - The Restobar,Neelangarai,1000,4.2,263,None,Does not offer Delivery
Cool Biz,Adyar,250,4.2,328,3.9,989
Cafe Amin,Royapettah,550,4,350,4.3,2947
De'cafe Restaurant,Old Mahabalipuram Road (OMR),550,3.7,465,3.6,7927
Rahman Biriyani,Ramapuram,600,3.9,332,3.9,113
Down South Multicuisine Restaurant,Selaiyur,500,4.1,440,4,2027
That Waffle Place !,Kilpauk,300,4.1,289,4.3,2230
The Spice - Hablis Hotel,"Hablis Hotel, Guindy",2000,3.8,293,None,Does not offer Delivery
The Rock,Anna Nagar East,700,2,442,3.9,40
HuTong,Alwarpet,700,4.1,255,3.6,281
New Desi Tadka,K.K. Nagar,900,3.9,312,3.7,548
HiSide Bar,Selaiyur,1000,4.3,452,None,Does not offer Delivery
This Way In,T. Nagar,600,4.2,287,None,Does not offer Delivery
The Residency - Crowne Plaza,"Crowne Plaza Chennai Adyar Park, Alwarpet",2800,4.1,289,None,Does not offer Delivery
Salem RR Biriyani Unavagam,Chromepet,600,4.1,333,4,209
Gold Dragon,Padur,900,4.1,329,3.7,4037
Mahal Biriyani & Restaurant,Aminijikarai,400,3.8,272,3.9,12300
Kanappa Fast Food,Kilpauk,250,None,Does not offer Dining,4,2304
Bikkgane Biryani,Kottivakkam,700,4.3,335,4.1,6902
The MaMa Shop,Anna Nagar East,700,4,278,4.1,792
Robot Restaurant,Semmancheri,1300,3.6,341,3.9,150
Sanjeevanam,Nungambakkam,850,4.1,337,4,1052
Star Biriyani,Anna Nagar West,650,3.7,394,3.5,8344
Courtallam Border Parotta,Velachery,750,2.2,300,3.4,881
Amma Chettinadu Restaurant,T. Nagar,450,4.2,323,None,Not enough Delivery Reviews
TOSS,"Ispahani Centre, Nungambakkam",800,4,282,None,Not enough Delivery Reviews
O.S.B Hot & Chat,West Mambalam,300,4,391,4,902
80 Degrees East,Nanganallur,600,3.8,276,4.1,324
Lotus - The Park,"The Park, Nungambakkam",2600,4.2,278,None,Not enough Delivery Reviews
Krishna Restaurant,"New Woodlands Hotel, Mylapore",500,4.1,295,None,Does not offer Delivery
Bakealicious,Kilpauk,800,None,Does not offer Dining,4.1,250
Yaki BBQ,Perungudi,1200,3.7,315,3.6,12500
Sri Balaji Woodlands,Mogappair,450,3.9,219,3.9,7481
Rajputana,"JP Hotel, Koyambedu",1500,4.1,267,None,Does not offer Delivery
Fuji Japanese Restaurant,Nandanam,1850,4.2,261,None,Does not offer Delivery
Al Barack,Tambaram,800,4,416,3.7,6661
Flower Power Tea Room,Besant Nagar,650,4.2,264,3.9,44
Surf Turf,Kovalam,600,4,300,None,Not enough Delivery Reviews
Cereal Killer Bistro,Anna Nagar East,500,3.9,265,3.4,516
Pitcherr Perfect,Old Mahabalipuram Road (OMR),1500,4.1,295,None,Does not offer Delivery
Kolathur Kudumbam,Kolathur,400,3.2,264,3.5,11500
Royal North Indian,Porur,400,4,308,4,12300
Frozen Bottle,Anna Nagar West,350,3.7,261,4.2,1217
Amala Chettinadu Mess,Anna Nagar East,300,4.1,364,3.9,10300
Rich n Creamy,Chromepet,300,4.2,298,None,Not enough Delivery Reviews
Milkshake And Co.,Besant Nagar,400,4.4,210,4.2,137
The Square - Novotel Chennai OMR,"Novotel Chennai, OMR",2500,4.2,188,None,Does not offer Delivery
Hotel Millath,Royapettah,500,3.9,223,3.9,7705
Club House - Taj Club House,"Taj Club House, Thousand Lights",2500,4.2,257,None,Does not offer Delivery
Sri Godavari Ruchulu,Padur,350,3.9,458,3.5,6374
Cafe Coffee Day - The Square,Nungambakkam,600,3.9,259,None,Does not offer Delivery
Cheese N Freeze,Chromepet,400,3.9,263,3.9,1773
Brown House,Vandalur,600,3.9,310,3.8,6391
"Waterside - Feathers, A Radha Hotel","Feathers, A Radha Hotel",2500,4,248,None,Not enough Delivery Reviews
Sree Gupta Bhavan,GST Road,550,3.9,267,4.2,251
Sree Agarwal Bhojanaalay,Sowcarpet,200,4.4,394,None,Not enough Delivery Reviews
High on Grills,Anna Nagar West,850,4,168,3.4,111
Le Yogi,Mahabalipuram,650,3.9,244,None,Does not offer Delivery
High - The Raintree,"The Raintree, Teynampet",2000,4.2,310,None,Does not offer Delivery
Hungry Cars,Egatoor,800,4,246,2.9,379
Massbunk Restaurant,"Massbunk Complex, Purasavakkam",500,4,250,3.5,277
Rollin,Potheri,400,None,Does not offer Dining,4.1,4952
M.A.D House,Kilpauk,400,3.9,266,4.3,678
Pulusu,"OMR Food Street, Ambattur",700,4.2,322,3.7,8340
Bazaar - Zone By The Park,"Zone by The Park, Pallikaranai",1100,3.9,243,None,Does not offer Delivery
Bharani Veg,Thiruvanmiyur,600,3.9,394,3.7,12
Combo Kitchen,Ekkaduthangal,400,4,147,3.6,1868
The Chocolate Room,Anna Nagar East,700,3.9,223,3.1,323
Dot.Yum - Aloft Chennai,"Aloft Chennai, Sholinganallur",1500,3.3,243,None,Does not offer Delivery
Karaikudi Chettinadu Mess,Chromepet,550,3.5,233,3.7,13700
The Chennai Sandwich Shop,Ramapuram,250,4.1,441,3.3,3061
Rainbow Restaurant,T. Nagar,550,3.7,275,3.7,4056
Quintessence - Hotel Raj Park Chennai,"Hotel Rajpark, Alwarpet",1200,4,240,3.9,64
Hotel Bhukara,Anna Nagar West,650,2.6,213,3.3,4777
Kriyates,Okkiyampet,600,4.2,252,3.6,100
Akshaya Bhavan,Porur,450,3.7,400,3.8,8396
Ikkakas,Teynampet,500,4.2,208,3.8,51
Lassi Shop,Purasavakkam,200,None,Does not offer Dining,4.1,10100
Nemesis Bistro By Arknemesis Gaming,"Ispahani Centre, Nungambakkam",800,4.1,239,3.9,54
Golden Dragon - Taj Coromandel,"Taj Coromandel, Nungambakkam",2800,4.4,237,None,Does not offer Delivery
Steam & Whistles - Grand by GRT Hotels,Grand by GRT Hotels,2400,4.3,332,None,Does not offer Delivery
Iftar Corner,Perambur,600,4,329,4,7559
Kozhi Idli,Gopalapuram,300,4.3,289,4,287
Mustang Bar - Green Park Hotel,"Green Park Hotel, Vadapalani",1300,4.3,363,None,Does not offer Delivery
National Durbar Restaurant,Park Town,500,4.1,255,None,Not enough Delivery Reviews
Cafeè 97,Thuraipakkam,700,4.2,354,3.8,85
2 Brothers Biriyani,Adyar,250,3.8,85,None,Not enough Delivery Reviews
Malgudi - The Savera Hotel,"The Savera Hotel, RK Salai (Cathedral Road)",2500,4.1,227,None,Does not offer Delivery
Ferraree,"Benzz Park, T. Nagar",850,3.5,222,3.5,35
Symphony - Ramada,"Ramada, Egmore",1800,3.9,226,None,Does not offer Delivery
The ThickShake Factory,Ashok Nagar,400,4.1,255,3.9,603
Goli Vada Pav No. 1,Besant Nagar,250,None,Does not offer Dining,4.1,461
Kerala Mess,Thousand Lights,200,None,Does not offer Dining,3.7,5731
North View Kitchen,St. Thomas Mount,700,4,225,3.6,85
Tranz Bar,T. Nagar,1500,3.9,118,None,Does not offer Delivery
Verde,Egatoor,300,None,Does not offer Dining,3.8,6038
What The Fork,"OMR Food Street, Navallur",500,3.9,225,3.6,1757
Aachi Kitchen,Anna Nagar West,400,3.8,285,3.8,3851
The Patiala House,Chetpet,800,4,252,3.8,353
Karthik Tiffin Centre,Anna Nagar West,250,None,Does not offer Dining,3.7,358
Apple Bee's,Semmancheri,700,2.5,344,3.7,841
Royal Palate,"Ambica Empire, Vadapalani",1000,3.7,219,4.2,118
Sushi In A Box,Foodies Kitchen,1500,4.2,214,None,Does not offer Delivery
Santana,Mahabalipuram,500,3.5,207,None,Does not offer Delivery
Rajputra,Nanganallur,700,3.9,246,3.7,83
Appetizer,Chromepet,150,4,345,3.3,4954
Fish bone,Anna Nagar East,600,4.1,254,3.8,549
Gem Exprezz,Navallur,450,3.9,333,3.8,4974
Thai Food House,Alwarpet,1000,3.9,198,3.7,1327
R K Biriyani,Adyar,500,3.7,205,3.8,14
Palm Jumeira,Nungambakkam,800,3.9,283,3.9,3848
Chocomans,Chromepet,500,4,198,3.9,133
Hotel Runs,Adyar,650,3.9,304,4.3,1386
Westfield Waffles,Besant Nagar,250,4,201,3.3,129
ibaco,Okkiyampet,200,4.2,250,4.4,1485
Jugo Cafe,Medavakkam,500,4,195,3.7,513
New Loyola Fast Foods,Choolaimedu,250,3.8,347,4,2324
Time Passs,Karapakkam,150,3.7,334,4.1,8806
Curry Town - The Savera Hotel,"The Savera Hotel, RK Salai (Cathedral Road)",1900,4.1,202,None,Does not offer Delivery
Entrée,"E Hotel, Royapettah",1400,3.7,199,None,Not enough Delivery Reviews
Fabelle Chocolate Boutique - ITC Grand Chola,"ITC Grand Chola, Guindy",1300,4.2,195,None,Does not offer Delivery
Malliz,Porur,450,3.7,246,3.8,7262
Liu's Waldorf,Adyar,700,2.4,298,3.9,23
Focaccia - Hyatt Regency,"Hyatt Regency, Teynampet",3300,4.1,197,None,Does not offer Delivery
Tulips - Green Park Hotel,"Green Park Hotel, Vadapalani",2000,3.9,304,None,Does not offer Delivery
Arul Chettinadu,Aminijikarai,300,3.8,165,3.9,4758
Cafe Chef's Paradise,Choolaimedu,500,3.8,277,3.9,3381
London Bubble Co.,Kilpauk,500,3.9,216,4.3,326
Chop 'n' Stix,Ashok Nagar,500,3.9,169,3.8,811
New Ayyanar Restaurant,GST Road,600,3.4,353,4,3583
UBCR Cafe & Resto,Tambaram,700,4,225,3.5,2665
Zamrud,Velachery,800,3.1,277,3.8,990
Mishwar Restaurant,Nungambakkam,1000,4,268,3.6,83
Makers of Milkshakes,Adyar,350,4.2,241,4.1,4283
Coastline Hide Out,Akkarai,1200,3.8,196,None,Does not offer Delivery
Hotel Santosi,Ramapuram,450,3.8,369,3.6,11100
Cilantro - Le Royal Meridien,"Le Royal Meridien, St. Thomas Mount",3000,3.9,188,None,Does not offer Delivery
China XO - The Leela Palace,"The Leela Palace, MRC Nagar",4000,4.3,195,None,Does not offer Delivery
Opal Inn,"Hotel Ranjith, Nungambakkam",900,4,248,None,Not enough Delivery Reviews
Street Kitchen,Kolathur,600,3.9,233,4,10400
Sea Emperor's Night Kitchen,Madipakkam,500,None,Does not offer Dining,3.9,11200
Nizam Palace,Old Mahabalipuram Road (OMR),800,3.7,170,3.4,3715
Wrapsody,Injambakkam,700,4,236,4.3,727
Canvas by Sketch,Alwarpet,1000,4.1,208,None,Not enough Delivery Reviews
Street Shawarma,Mogappair,300,3.2,367,3.8,8352
Cinnamon - Trident,"Trident, GST Road",3000,4,185,None,Does not offer Delivery
Avatar,Porur,800,3.8,209,3.2,97
Eat street,Ramapuram,400,4.1,344,3.8,1733
Asvah 24,Neelangarai,1700,4.2,210,None,Does not offer Delivery
Amazon Jungles,Perungudi,900,4,262,4.1,183
Skyline,T. Nagar,1500,4,286,None,Does not offer Delivery
Hyderabad Mughal Biryani,Mogappair,500,3.8,354,4.2,2748
Great Wall,Besant Nagar,550,4.1,199,4.1,377
First Cup,Nungambakkam,400,2.2,187,3.7,67
Barcelos,"Express Avenue Mall,Royapettah",1400,2.8,214,None,Not enough Delivery Reviews
Spazio Restaurant,Porur,800,3.7,127,3.9,2342
Aristos,Adyar,1300,3.5,168,3.4,465
Chennai Darbar,Ashok Nagar,700,3.9,237,4.3,1282
Delight Pizza,Perambur,500,3.9,228,4.1,2712
HIX Restaurant & Bar,Adyar,1500,3.9,178,None,Not enough Delivery Reviews
Hotel Krishna Prasad,Sowcarpet,200,4.2,324,None,Not enough Delivery Reviews
Chai Kaapi,Nungambakkam,400,3.9,180,4.1,373
Dhaatu - The Indian Bistro,Besant Nagar,1300,3.9,180,None,Not enough Delivery Reviews
New Classic Restaurant,Mylapore,500,3.8,325,4.2,6863
Zest Live Kitchen,Egatoor,600,4.1,312,4,2219
Indore Zayka,Thuraipakkam,400,4,328,3.9,4874
Lattice,Adyar,1500,4.1,213,3.9,44
Jugalbhandhi,Nungambakkam,1700,4,215,None,Not enough Delivery Reviews
Shanthi Lakshmi Veg Restaurant,Nanganallur,300,3.6,214,3.7,14900
Cappuccino - Crowne Plaza Chennai Adyar Park,"Crowne Plaza Chennai Adyar Park, Alwarpet",1600,4.1,176,None,Does not offer Delivery
Yaa Mohideen Biryani Elite,Anna Nagar East,800,3.9,276,3.5,557
Venkateshwara Andhra Restaurant,Karapakkam,350,4.1,365,3.6,20300
Zha Cafe,Porur,300,4,213,None,Not enough Delivery Reviews
Minar Biriyani,Kottivakkam,500,3.1,194,3.8,1983
Convo@C17,T. Nagar,1000,3.8,101,3.5,260
Upper Deck - Taj Fisherman's Cove Resort & Spa,"Taj Fisherman's Cove Resort & Spa, Kanchipuram District",3500,4.3,245,None,Does not offer Delivery
Stix - Hyatt Regency,"Hyatt Regency, Teynampet",2200,4,168,None,Does not offer Delivery
Barbeque Hut,Ambattur,500,3.9,286,3.7,10300
Hotel Zum Zum,George Town,600,3.8,330,3.8,3271
Hotel Topsee,Adyar,400,3.6,292,3.9,2272
The Budapest Bakehouse,Kilpauk,400,4.1,250,3.7,67
Scallion,"Ramada Plaza, Guindy",2000,4.1,172,None,Not enough Delivery Reviews
Kumbakkarai,Nungambakkam,850,4.1,279,4,403
Olives,"Deccan Plaza, Royapettah",700,3.7,163,None,Does not offer Delivery
Annam,Perungudi,600,4.1,200,None,Does not offer Delivery
Kolkata Chat,Alwarpet,150,3.1,228,3.6,2048
A2 - The Park,"The Park, Nungambakkam",2500,4.1,164,None,Does not offer Delivery
Mummy Daddy Andhra Mess,Taramani,400,4,343,4,6001
The Paradise,Selaiyur,600,4,292,4,13600
Kebabery,Anna Nagar West,600,3.9,145,3.5,1000
King's Kitchen,Anna Nagar East,500,4,305,3.8,6083
Rosewater,Anna Nagar East,1500,3.9,161,3.9,96
S.S. Pandiyan Hotel,Poonamalle,500,4,203,3.9,67
Juice Pump,Kilpauk,400,3.9,241,3.9,1111
AYR - The Slate,The Slate,1500,3.8,282,None,Does not offer Delivery
Satpura,Thuraipakkam,200,3.9,292,3.8,1913
Royalasthan,Mylapore,550,3.8,157,3.5,209
Spice It - IBIS Chennai Sipcot,Egatoor,1000,3.8,161,None,Does not offer Delivery
Daawat,Santhome,1000,4.2,260,3.9,1211
Namma Veedu Vasanta Bhavan,"Phoenix Market City, Velachery",600,2,250,None,Does not offer Delivery
New Hotel Madina Biriyani,Royapettah,450,3.9,240,3.7,9558
Kozhi Kari Mess,Ramapuram,700,4.1,155,4,932
Monk's Plate,Injambakkam,1500,3.9,221,3.9,108
Brunch,Mylapore,350,4,272,3.9,4712
Delhi Dhaba,Akkarai,900,3.3,245,4.2,308
Petals,"Four Points by Sheraton, East Coast Road (ECR)",1600,4.1,159,None,Does not offer Delivery
The Cupcake House,Adyar,250,4.2,187,None,Does not offer Delivery
Open Terrace Kitchen - Andhra Mess,Taramani,300,None,Does not offer Dining,3.5,11900
Viscosity,Velachery,1800,4.1,281,None,Does not offer Delivery
Smoke Factory,Kanathur,1100,3.6,194,None,Not enough Delivery Reviews
Hotel Campus,Ramapuram,450,3.6,217,None,Not enough Delivery Reviews
Est - Hilton Chennai,"Hilton Chennai, Guindy",1500,3.8,119,3.9,25
Bakers Spring,Royapuram,350,3.9,259,4.3,2431
Oh So Stoned,Adyar,350,4,189,3.5,97
Chennai Rawther Restaurant,Anna Nagar West,500,3.5,233,4.3,1490
FBN Express,Perungudi,400,2.9,323,3.3,8767
Cafe Toastie Express,Aminijikarai,600,4,163,3.7,434
Glee,Thousand Lights,1500,3.8,251,3.9,76
Sri Vaishnavaa's Chat Shop,Kilpauk,200,4,225,4.2,2629
Dine Time,"Mahindra World City, Chengalpattu",550,3.4,266,3.8,3333
Hotel Surya,Washermenpet,500,3.9,240,4.2,4412
Agarwal's Ghar Ka Khana,Adyar,250,None,Does not offer Dining,4,4077
Big Hit,Thuraipakkam,1400,4.1,264,None,Not enough Delivery Reviews
Smoke Barbeque,Kodambakkam,500,3.7,237,3.9,779
Ryders Inn,Nanganallur,300,3.6,339,3.7,6631
The Coffee Place,"Ramada Plaza, Guindy",1500,4,111,None,Not enough Delivery Reviews
Oasis - Radisson Blu,"Radisson Blu, Egmore",2500,3.8,148,None,Does not offer Delivery
The Cake Smith,GST Road,300,4.1,219,None,Not enough Delivery Reviews
Colony - The Raintree,"The Raintree, Alwarpet",2000,4,147,None,Not enough Delivery Reviews
Cafe Litt,Vepery,700,4.1,241,3.8,674
Madras Curry Cup,Nungambakkam,450,3.7,220,3.8,1701
Umar Biriyani Centre,Nanganallur,300,3.9,332,3.8,7661
Chocolate Fantasy,T. Nagar,300,3.9,115,4.3,680
Tibb's Frankie,Egmore,200,None,Does not offer Dining,3.6,2165
Creamy Inn,Anna Nagar East,250,4,238,4.2,1261
Delhi-6,Potheri,250,3.7,322,3.6,5536
Madurai Pandian Mess,Royapettah,200,3.9,140,4.1,1930
Pizza Dough,Madipakkam,600,3.9,271,4.1,3142
Cream En Creamy,Mogappair,350,3.8,163,3.6,2575
Beef Kebab Center,Choolaimedu,350,None,Does not offer Dining,3.6,10400
Southern Chinese Restaurant,Anna Nagar East,600,4,227,4,1679
Midnight Masala,Kodambakkam,500,3,289,3.3,631
Al Reef,Selaiyur,600,3.3,288,3.7,1172
Bengali Fun Foods,Perungudi,300,4.1,284,3.9,1693
90ML,Nungambakkam,100,4,173,4.3,429
Al Eid,Perambur,800,3.8,268,3.8,1452
The Bombay Churros,Kilpauk,400,4,169,4.1,530
V4 Ambur Biriyanis,T. Nagar,550,4.1,252,4.3,1364
Burger Bees,Perungudi,300,4,232,3.9,2992
Gharka Khana Gharke Pass,Ramapuram,300,3.1,220,3.4,6415
La Cabana,"Hotel Park Elanza, Nungambakkam",1500,4,262,None,Does not offer Delivery
Johns Confectionery,Chetpet,350,None,Does not offer Dining,4.2,58
Bob Marley Cafe,Mahabalipuram,700,3.9,185,None,Does not offer Delivery
ChappatiKings.com,Ambattur,350,None,Does not offer Dining,3.3,4634
The Grand Sweets and Snacks - Amirtham Restaurant,Anna Nagar West,500,4.1,242,4.6,2603
Loretta's,Anna Nagar West,600,3.7,134,3.2,1021
Paprikaas Restaurant,Ashok Nagar,300,4,311,4.1,10300
Waf Bites,K.K. Nagar,300,4,135,4.1,204
Ravi Mehra's Delhi Hotel,Kilpauk,800,3.8,238,4.3,346
The London Shakes & Chaat Chatore,Velachery,500,3.9,170,3.7,496
Sri Keshav Chats,Vepery,200,None,Does not offer Dining,3.8,3147
Ente Malayala Naadu,Kilpauk,500,3.6,289,3.8,5329
Hotel Arasu Chettinad,Ambattur,650,3.9,269,3.7,3359
The Baker's Nook,Anna Nagar West,400,None,Does not offer Dining,4.3,187
Bikes & Burgers,Kolathur,500,3.8,199,2.9,1924
So Bar Away,Citadines,1500,3.9,134,None,Does not offer Delivery
Grand Biriyani,Medavakkam,500,3.8,322,3.6,7035
Arabian Grillz,Vadapalani,400,3.1,223,3.7,4995
The Old Madras Café,Semmancheri,250,3.8,261,3.1,1930
