restaurant_name,location,price_for_2,din_rating,din_count,del_rating,del_count
Meat And Eat,Pallavaram,350,3.4,52,3.9,610
Meat And Eat,Adambakkam,350,3.3,54,3.6,3865
Meat And Eat,Madhavaram,350,3.3,54,2.9,835
Meat and Eat,"Spectrum The Grand Venus Mall, Perambur",350,3.5,63,3.5,40
Meat And Eat,Poonamalle,350,3.2,46,3.9,729
Meat And Eat,Tambaram,350,3.6,23,3.9,1186
Meat And Eat,Padur,350,3.1,52,3.6,2469
Meat And Eat,GST Road,350,3.7,36,3.3,574
Meat and Eat,Poonamalle,350,3.5,27,None,Not enough Delivery Reviews
Meat And Eat,Thuraipakkam,350,2.7,28,3.4,682
Meat And Eat,"The Grand Mall, Velachery",350,3.7,31,4,191
Meat And Eat,Santhome,350,3.4,32,None,Not enough Delivery Reviews
Meat And Eat,Anna Nagar East,350,3.4,30,None,Not enough Delivery Reviews
Meat And Eat,Anna Nagar East,350,3,11,3.8,406
Meat And Eat,Mylapore,350,3.4,18,3.9,573
Meat and Eat,"OMR Food Street, Ambattur",350,2.9,15,3.5,910
Meat And Eat,Porur,350,2.9,13,3.6,73
Meat And Eat,Anna Nagar West,350,2.9,10,None,Not enough Delivery Reviews
Meat and Eat,Chengalpattu,350,3.4,7,3.9,38
Meat And Eat,Porur,350,2,4,4,800
Meat And Eat,Porur,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Meat And Eat,Kanchipuram District,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Meat And Eat,Virugambakkam,350,3,0,3.3,0
Al Arabian Delights,Guindy,400,3.5,166,3.6,3694
Al Arabian Delights,Saidapet,400,None,Does not offer Dining,3.9,3975
Al Arabian Delights,Medavakkam,400,3.3,32,3.6,1259
Chicago Pizza,Gopalapuram,600,3,106,3.1,271
Chicago Pizza,T. Nagar,600,2.5,92,2.9,512
Chicago Pizza,"Chennai Citi Centre, Mylapore",600,2.3,18,None,Not enough Delivery Reviews
Chicago Pizza,GST Road,600,2.2,9,2.7,64
Qurbani Biryani,Valasaravakkam,500,3.4,153,4,330
Qurbani Biryani,Porur,500,3.6,87,None,Not enough Delivery Reviews
Qurbani Biryani,Alandur,600,3.8,51,3.9,2803
The Table,Maduravoyal,300,None,Does not offer Dining,4.2,3524
The Table,Velachery,300,3.7,59,4.1,1082
The Table,Nungambakkam,300,None,Does not offer Dining,4.2,1041
The Table,Tambaram,300,None,Does not offer Dining,4.2,668
The Table,Vadapalani,300,None,Does not offer Dining,4.4,289
The Table,Alwarpet,300,3.2,37,3.9,590
The Table,Porur,300,None,Does not offer Dining,4.6,104
The Table,Besant Nagar,300,None,Does not offer Dining,4.1,88
The Table,Okkiyampet,300,None,Does not offer Dining,4.3,712
The Table,Anna Nagar East,300,3.3,16,4.3,193
The Table,Ambattur,300,None,Does not offer Dining,3.4,70
The Table,Medavakkam,300,None,Does not offer Dining,4.3,75
The Table,Semmancheri,300,None,Does not offer Dining,3.9,74
The Table,Mylapore,300,None,Does not offer Dining,3.9,61
The Table,Porur,300,None,Does not offer Dining,4.2,79
The Table,Chromepet,300,None,Does not offer Dining,4.1,102
The Table,Neelangarai,300,None,Does not offer Dining,3.9,41
The Table,George Town,300,None,Does not offer Dining,3.9,19
CK's Bakery,Thiruvanmiyur,350,None,Does not offer Dining,4.1,264
CK's Bakery,Tambaram,350,3.8,73,4.3,433
CK's Bakery,Madipakkam,350,3.9,83,4.3,346
CK's Bakery,Saidapet,350,3.3,53,4.2,207
CK's Bakery,Tiruvottiyur,350,None,Does not offer Dining,4.2,140
CK's Bakery,Saidapet,350,None,Does not offer Dining,4.1,75
CK's Bakery,West Mambalam,350,None,Does not offer Dining,4.3,238
CK's Bakery,Perambur,350,3.7,34,4.4,171
CK's Bakery,Taramani,350,3.4,44,4.1,132
CK's Bakery,Kottivakkam,350,3.4,44,3.9,112
CK's Bakery,Perambur,350,3.6,43,4.5,546
CK's Bakery,Chromepet,350,3.3,34,None,Does not offer Delivery
CK's Bakery,Choolaimedu,350,3.5,38,4.3,177
CK's Bakery,Mandaveli,350,3.7,46,4.3,222
CK's Bakery,Triplicane,350,3.5,46,4,513
CK's Bakery,Palavakkam,350,3.6,38,4.2,240
CK's Bakery,Selaiyur,350,3.1,26,3.9,42
CK's Bakery,Anna Nagar West,350,None,Does not offer Dining,4.4,592
CK's Bakery,Kotturpuram,350,3.6,39,3.9,37
CK's Bakery,Saidapet,350,3.4,32,3.9,41
CK's Bakery,Adyar,350,None,Does not offer Dining,4.3,92
CK's Bakery,Pallavaram,350,3.5,18,3.9,64
CK's Bakery,Washermenpet,350,None,Does not offer Dining,3.8,11
CK's Bakery,Arumbakkam,350,None,Does not offer Dining,4.4,120
CK's Bakery,T. Nagar,350,None,Does not offer Dining,3.9,260
CK's Bakery,Mylapore,350,2.8,29,3.9,76
CK's Bakery,T. Nagar,350,3.1,17,3.9,66
CK's Bakery,Thuraipakkam,350,3.6,24,4.3,224
CK'S Bakery,Washermenpet,350,None,Does not offer Dining,3.9,78
CK's Bakery,Ramapuram,350,3.5,14,3.9,28
CK's Bakery,Perungudi,350,3.4,28,4.3,96
CK's Bakery,Perambur,350,None,Does not offer Dining,3.9,20
CK's Bakery,Triplicane,350,None,Does not offer Dining,3.9,60
CK's Bakery,Choolaimedu,350,3.1,23,4.6,99
CK's Bakery,Maduravoyal,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Valasaravakkam,350,2.9,17,None,Does not offer Delivery
CK's Bakery,Washermenpet,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Pallavaram,350,3.3,22,3.9,36
Ck's Bakery,West Mambalam,350,None,Does not offer Dining,3.9,28
Ck's Bakery,Washermenpet,350,None,Does not offer Dining,4.1,90
CK Bakery,Mylapore,350,3.2,26,None,Not enough Delivery Reviews
CK's Bakery,Valasaravakkam,350,3,17,3.9,23
Ck's Bakery,Velachery,350,None,Does not offer Dining,3.9,286
CK's Bakery,GST Road,350,None,Does not offer Dining,4.2,95
Ck's Bakery,Ashok Nagar,350,3.1,18,None,Not enough Delivery Reviews
CK's Bakery,Chengalpattu,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
CK's Bakery,Mogappair,350,3.6,13,3.9,48
CK's Bakery,Ashok Nagar,350,2.9,12,4.3,106
CK's Bakery,Anna Nagar West,400,2.7,8,4.1,194
CK's Bakery,Virugambakkam,350,None,Does not offer Dining,3.9,32
CK's Bakery,Ambattur,350,3.5,16,None,Not enough Delivery Reviews
CK's Bakery,Kodambakkam,350,None,Does not offer Dining,4.1,57
CK's Bakery,Virugambakkam,350,None,Does not offer Dining,3.9,54
Ck's Bakery,Avadi,350,None,Does not offer Dining,4.2,372
CK's Bakery,Purasavakkam,350,None,Does not offer Dining,3.3,14
CK's Bakery,Madhavaram,350,None,Does not offer Dining,4.1,91
CK's Bakery,Pallikaranai,350,None,Does not offer Dining,3.9,50
CK's Bakery,Ekkaduthangal,350,3.2,9,4.6,86
CK's Bakery,Virugambakkam,350,2.7,5,4.2,165
CK's Bakery,Thuraipakkam,350,None,Does not offer Dining,4.4,157
CK's Bakery,Choolaimedu,350,3.3,6,None,Not enough Delivery Reviews
CK's Bakery,Medavakkam,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Anna Nagar West,350,2,4,3.9,15
CK's Bakery,Medavakkam,350,2,4,4.1,127
Ck's Bakery,Navallur,350,3.2,5,4,178
CK's Bakery,Selaiyur,350,None,Does not offer Dining,4.1,76
CK's Bakery,Chromepet,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Madipakkam,350,None,Not enough Dining Reviews,3.9,37
CK's Bakery,Adambakkam,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Kolathur,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Kanchipuram District,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
CK's Bakery,Mylapore,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Taramani,350,None,Not enough Dining Reviews,3.9,28
CK's Bakery,Chromepet,350,None,Does not offer Dining,3.9,114
CK's Bakery,Egmore,350,None,Does not offer Dining,None,Not enough Delivery Reviews
CK's Bakery,Selaiyur,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
CK's Bakery,Ashok Nagar,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Ck's Bakery,Saidapet,350,None,Does not offer Dining,None,Not enough Delivery Reviews
New Hyderabad Briyani,T. Nagar,600,2.7,82,3.5,3864
New Hyderabad Biriyani,K.K. Nagar,600,2.5,90,3.7,1767
New Hyderabad Biryani,Ramapuram,400,3.6,71,3.5,2096
New Hyderabad Biryani & Fast Food,T. Nagar,400,2.8,18,None,Not enough Delivery Reviews
Shawarma Spot,K.K. Nagar,300,3.9,157,3.7,4202
Shawarma Spot,Ramapuram,300,None,Does not offer Dining,4,2905
Shawarma Spot,K.K. Nagar,300,3.7,40,4.1,1234
Shawarma Spot,Ramapuram,300,3.5,32,3.9,1751
The Creams,Avadi,400,3.9,113,4.2,154
The Creams,Perambur,400,3.8,90,None,Not enough Delivery Reviews
The Creams,Kilpauk,400,3.5,67,None,Not enough Delivery Reviews
Hotel Raaj Bhaavan,Purasavakkam,600,3.5,134,4.2,3562
Hotel Raaj Bhaavan,Kilpauk,600,3,60,4,842
Hotel Raaj Bhaavan,Nungambakkam,600,3.3,48,3.8,43
Hotel Raaj Bhavan,Chengalpattu,600,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Juice Forest,Ashok Nagar,250,3.5,46,4.2,1492
Juice Forest,Egmore,250,3.7,22,4.4,926
Juice Forest,Ekkaduthangal,250,3.1,8,4.1,440
Juice Forest,RK Salai (Cathedral Road),250,None,Does not offer Dining,4.2,477
OCD - Oreo Compulsive Disorder,Purasavakkam,300,None,Does not offer Dining,3.9,72
OCD - Oreo Compulsive Disorder,Gopalapuram,300,None,Does not offer Dining,3.9,38
OCD - Oreo Compulsive Disorder,Velachery,300,2,4,3,39
OCD - Oreo Compulsive Disorder,Anna Nagar West,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Besant Nagar,300,None,Does not offer Dining,3.9,16
OCD - Oreo Compulsive Disorder,Mogappair,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Semmancheri,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Ramapuram,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Anna Nagar East,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Kilpauk,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Adyar,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Parrys,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Ambattur,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Ashok Nagar,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Porur,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Medavakkam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Alwarpet,300,None,Does not offer Dining,None,Not enough Delivery Reviews
OCD - Oreo Compulsive Disorder,Chetpet,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Keventers - Milkshakes & Ice Creams,"The Grand Mall, Velachery",400,3,102,4.2,1765
Keventers - Milkshakes & Ice Creams,Thuraipakkam,400,3.7,97,4.3,3391
Keventers - Milkshakes & Ice Creams,Kilpauk,400,None,Does not offer Dining,4.4,1188
Keventers - Milkshakes & Ice Creams,"VR Mall, Anna Nagar",400,3.7,65,4.2,546
Keventers - Milkshakes & Ice Creams,"Forum Vijaya Mall, Vadapalani",400,3.1,64,4.1,515
Keventers - The Original Milkshake,"Chennai Citi Centre, Mylapore",400,3.5,6,None,Not enough Delivery Reviews
Keventers - Milkshakes & Ice Creams,Mylapore,400,None,Does not offer Dining,3.9,57
Kailash Parbat,Chetpet,600,4.3,907,3.9,1192
Kailash Parbat,"VR Mall, Anna Nagar",600,3.4,23,None,Not enough Delivery Reviews
Kailash Parbat,"Phoenix Market City, Velachery",600,3.2,13,None,Not enough Delivery Reviews
Kailash Parbat,Egatoor,500,None,Not enough Dining Reviews,3.6,51
Madras Coffee House,Nungambakkam,200,3.7,61,3.9,226
Madras Coffee House,Taramani,200,3.5,31,3.9,78
Madras Coffee House,Nungambakkam,200,None,Does not offer Dining,4.2,252
Madras Coffee House,Velachery,200,None,Does not offer Dining,2.6,23
Madras Coffee House,Ambattur,200,3.7,27,3.7,125
Madras Coffee House,Vepery,200,None,Does not offer Dining,4,290
Madras Coffee House,Mylapore,200,None,Does not offer Dining,4,480
Madras Coffee House,Vadapalani,200,3.6,13,4.1,217
Madras Coffee House,Mylapore,200,None,Not enough Dining Reviews,3.9,60
Madras Coffee House,Tambaram,200,None,Does not offer Dining,3.8,367
Madras Coffee House,Thiruvanmiyur,200,None,Does not offer Dining,4,373
Madras Coffee House,Kodambakkam,200,3.4,11,3.8,299
Madras Coffee House,Porur,200,3.3,9,4,64
Madras Coffee House,Kelambakkam,200,2.6,9,None,Not enough Delivery Reviews
Madras Coffee House,Meenambakkam,200,3.1,8,3.7,48
Madras Coffee House,Alwarpet,200,None,Does not offer Dining,4.3,216
Madras Coffee House,Mylapore,150,None,Does not offer Dining,3.3,42
Madras Coffee House,Nanganallur,200,None,Does not offer Dining,3.4,58
Madras Coffee House,Pallikaranai,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Madras Coffee House,Besant Nagar,200,None,Not enough Dining Reviews,3.6,33
Madras Coffee House,Thiruvanmiyur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madras Coffee House,Thuraipakkam,200,None,Not enough Dining Reviews,3.8,115
Madras Coffee House,Anna Nagar East,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madras Coffee House,Kilpauk,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madras Coffee House,Anna Salai,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madras Coffee House,Mogappair,200,None,Not enough Dining Reviews,3.7,47
Madras Coffee House,Parrys,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madras Coffee House,Perungudi,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madras Coffee House,Aminijikarai,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madras Coffee House,Saidapet,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Madras Coffee House,Taramani,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Bismi Briyani,Velachery,850,2.3,110,3.6,3066
Bismi Biriyani,Thiruvanmiyur,400,3.5,95,3.8,1134
Thiruvanmiyur Bismi Biriyani,Perungudi,250,2.9,20,3.8,30
Bismi Biriyani,Potheri,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chai Waale,Kilpauk,200,3.9,102,4.2,691
Chai Waale,Saligramam,200,3.9,78,4.1,553
Chai Waale,Sowcarpet,200,3.7,62,4.1,1124
Chai Waale,Alwarpet,200,3.6,49,3.8,546
Chai Waale,T. Nagar,200,3.7,42,4.1,345
Chai Waale,Egmore,200,2.9,11,None,Not enough Delivery Reviews
Chai Waale,Ambattur,200,3.7,15,None,Not enough Delivery Reviews
Chai Waale,Royapettah,200,3,9,4.1,452
Chai Waale,Thuraipakkam,200,2,4,3.9,262
Chai Waale,Ekkaduthangal,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chai Waale,Karapakkam,200,None,Does not offer Dining,None,Not enough Delivery Reviews
MilkyWay,Perambur,350,3.7,111,4.2,531
MilkyWay,K.K. Nagar,350,3.5,91,4.3,337
MilkyWay,Velachery,350,3.7,91,4.1,346
MilkyWay,Red Hills,350,3.3,41,4.2,1161
MilkyWay,T. Nagar,350,3.1,27,3.5,66
MilkyWay,"OMR Food Street, Navallur",350,3.1,23,None,Not enough Delivery Reviews
MilkyWay,Selaiyur,350,2.8,15,None,Does not offer Delivery
MilkyWay,"Ampa Skywalk Mall, Aminijikarai",350,2.9,21,None,Not enough Delivery Reviews
MilkyWay,Mylapore,350,2.8,7,None,Not enough Delivery Reviews
Milkyway,Ambattur,350,3.1,5,None,Not enough Delivery Reviews
Milkyway,Besant Nagar,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Milky Way Express,Ashok Nagar,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Oh My Shawarma,Ramapuram,350,3.9,111,4,501
Oh My Shawarma,Velachery,350,None,Does not offer Dining,4,384
Oh My Shawarma,Royapettah,350,None,Does not offer Dining,4.3,415
Oh My Shawarma,Thuraipakkam,350,None,Not enough Dining Reviews,3.9,36
Oh My Shawarma,Taramani,350,None,Not enough Dining Reviews,3.9,14
Madurai Kannappar Mess,Poonamalle,600,3.2,51,3.7,549
Madurai Kannappar Chettinadu Restaurant,Maduravoyal,500,3.1,14,3.8,119
Madurai Kannappar Chettinadu,Kanchipuram District,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Dosart,Velachery,300,3.8,51,4,1127
Dosart,T. Nagar,300,3.7,5,3.6,56
Dosart,Adyar,300,3.3,7,3.2,60
Dosart,Nanganallur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Grand Sweets and Snacks,Velachery,450,2.3,145,3.9,82
The Grand Sweets and Snacks,Chetpet,450,2.6,81,3.9,64
The Grand Sweets and Snacks,T. Nagar,450,3.4,76,3.9,80
The Grand Sweets and Snacks,Ashok Nagar,450,2.4,65,None,Does not offer Delivery
The Grand Sweets and Snacks,Mylapore,450,2.5,45,3.9,59
The Grand Sweets and Snacks,RA Puram,450,2.8,39,None,Not enough Delivery Reviews
The Grand Sweets And Snacks,Medavakkam,250,None,Does not offer Dining,2.9,41
The Grand Sweets and Snacks,K.K. Nagar,450,2.7,42,3.9,49
The Grand Sweets and Snacks,Medavakkam,450,2.7,35,None,Does not offer Delivery
The Grand Sweets and Snacks,Mogappair,250,3.1,37,None,Not enough Delivery Reviews
The Grand Sweets And Snacks,Poonamalle,250,3,36,4.2,397
The Grand Sweets and Snacks,Porur,450,2.8,32,3.8,87
The Grand Sweets and Snacks,Nanganallur,450,2.6,27,3.5,91
The Grand Sweets and Snacks,Virugambakkam,450,2.4,18,3.9,84
The Grand Sweets and Snacks,Thiruvanmiyur,450,2.6,23,3.9,73
The Grand Sweets And Snacks,Teynampet,250,2.3,21,3.9,26
The Grand Sweets and Snacks,GST Road,250,3,12,None,Does not offer Delivery
The Grand Sweets and Snacks,Kottivakkam,450,2.7,9,None,Not enough Delivery Reviews
Roll Baby Roll,Karapakkam,350,3.9,86,None,Not enough Delivery Reviews
Roll Baby Roll,Anna Nagar East,300,None,Does not offer Dining,4.3,150
Roll Baby Roll,Neelangarai,300,3.4,26,None,Not enough Delivery Reviews
Cake Waves,Velachery,550,3.6,37,4.4,350
Cake Waves,Kolathur,500,3.7,41,4.3,263
Cake Waves,Pallavaram,500,3.5,39,4.3,336
Cake Waves,Ashok Nagar,500,3.3,27,4.3,229
Cake Waves,Virugambakkam,500,3.4,32,4.4,51
Cake Waves,Poonamalle,500,3.1,31,4.1,197
Cake Waves,Selaiyur,500,3.3,23,4,151
Cake Waves,Arumbakkam,500,3.1,17,4.6,67
Cake Waves,Avadi,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cake Waves,Kodambakkam,500,3.1,16,3.9,57
Cake Waves,Ambattur,500,3.5,12,None,Not enough Delivery Reviews
Cake Waves,Poonamalle,500,3.4,8,4.1,83
Cake Waves,Pallavaram,500,2,4,None,Not enough Delivery Reviews
Cake Waves,Thiruvallur,500,2,4,None,Not enough Delivery Reviews
Cake Waves,Maduravoyal,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cake Waves,Thiruvallur,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cake Waves,Thiruvallur,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Kulfi House,Anna Nagar East,200,3.8,90,3.9,452
Kulfi House,Velachery,200,3.9,78,3.2,17
Kulfi House,Porur,200,3.9,85,4,113
Kulfi House,Ashok Nagar,200,3.9,61,None,Not enough Delivery Reviews
Kulfi House,Ambattur,200,3.6,50,3.8,124
Kulfi House,Pallavaram,200,3.2,38,4.1,278
Kulfi House,Ramapuram,200,3.5,21,3.7,63
Kulfi House,Nanganallur,200,3.7,18,None,Not enough Delivery Reviews
Kulfi House,Kilpauk,200,2.7,16,3.9,81
Kulfi House,Avadi,250,3.3,8,None,Does not offer Delivery
Kulfi House,Anna Nagar West,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Kulfi House,Ramapuram,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
WOSS - World of Sub's & Salad's,Thiruvanmiyur,300,None,Does not offer Dining,None,Not enough Delivery Reviews
WOSS- World of Sub's and Salads,Adyar,300,None,Does not offer Dining,3.7,37
WOSS - World Of Subs & Salads,Chromepet,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Waffle Cart,Vepery,150,3.8,19,4,79
Waffle Cart,Kilpauk,150,2,10,None,Not enough Delivery Reviews
Waffle Cart,Perambur,150,None,Does not offer Dining,3.8,22
Berry 'n' Blossom,Vadapalani,500,3.7,36,4.1,53
Berry 'n' Blossom,Perambur,350,3.4,26,None,Not enough Delivery Reviews
Berry 'N' Blossom,Purasavakkam,350,2,4,None,Not enough Delivery Reviews
Chettinese,Thiruvanmiyur,350,2.8,28,3.5,252
Chettinese,Thiruvallur,500,3.6,35,None,Not enough Delivery Reviews
Chettinese,Ramapuram,500,3.5,15,3.7,55
Ganga Sweets,Navallur,330,3.8,104,3.9,995
Ganga Sweets,Mogappair,300,3.7,87,4.1,86
Ganga Sweets,Kolathur,300,None,Does not offer Dining,4.3,565
Ganga Sweets,Porur,300,3.7,70,4.4,813
Ganga Sweets,Velachery,350,3.6,63,4.4,1139
Ganga Sweets,Pallavaram,300,3.3,41,4.3,671
Ganga Sweets,Red Hills,300,None,Does not offer Dining,4.5,238
Ganga Sweets,Anna Nagar West,150,3.2,35,4.1,439
Hotel Ganga,Mogappair,250,3,41,4.3,136
Ganga Sweets,Selaiyur,300,3.4,34,4.2,708
Ganga Sweets,Ambattur,200,3.6,48,4.3,342
Ganga Sweets,Anna Nagar East,200,3.1,30,4.2,497
Ganga Sweets,Pallikaranai,250,2.7,19,4.3,403
Ganga Sweets,Anna Nagar West,250,3.6,39,4.2,504
Ganga Sweets,Besant Nagar,300,2.4,24,4.1,153
Ganga Sweets,Koyambedu,300,3.5,23,4.2,315
Ganga Sweets,Purasavakkam,250,3.6,29,3.9,102
Ganga Sweets,Velachery,350,3.3,32,4.1,287
Ganga Sweets,Padur,250,None,Does not offer Dining,3.8,292
Ganga Sweets,Medavakkam,300,3.3,29,None,Does not offer Delivery
Ganga Sweets,T. Nagar,150,None,Does not offer Dining,4.1,580
Hotel Ganga,Velachery,250,3.1,20,3.9,296
Ganga Sweets,Porur,300,3.4,16,4.4,454
Ganga Sweets,Anna Nagar East,250,3.7,18,4.2,162
Ganga Sweets,Mogappair,250,3.3,13,4.3,491
Ganga Sweets,Mogappair,200,3.3,13,None,Not enough Delivery Reviews
Hotel Ganga,Padur,300,None,Does not offer Dining,3.9,311
Ganga Sweets,Ambattur,300,3.4,12,4.4,135
Ganga Sweets,Ambattur,300,3.2,14,4.2,391
Ganga Sweets,Mogappair,250,3.2,7,3.6,24
Ganga Sweets,Medavakkam,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Ganga Sweets,K.K. Nagar,350,None,Not enough Dining Reviews,3.9,26
Hotel Ganga,Mogappair,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Ganga,Navallur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Ganga Sweets,Red Hills,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chennai Rawther Thalappakattu,Ambattur,300,3.8,73,None,Not enough Delivery Reviews
Chennai Rawther Biriyani,Koyambedu,600,3.4,46,None,Not enough Delivery Reviews
Chennai Rawther Biriyani,Parrys,600,3,25,3.8,112
Chennai Rawther Biriyani,Park Town,600,2.4,28,None,Not enough Delivery Reviews
Chennai Rawther Briyani,Porur,600,3.4,33,None,Does not offer Delivery
Chennai Rawther Biriyani,Koyambedu,600,3.2,21,None,Not enough Delivery Reviews
Chennai Rawther Biriyani,Triplicane,600,3.1,21,3.9,95
Burma Square,"OMR Food Street, Kandanchavadi",250,3.3,16,3.9,267
Burma Square - OMR Food Street,Navallur,250,3.1,11,4,171
Burma Square,Velachery,250,3.4,10,3.8,113
Burma Square,Kanchipuram District,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Tibet Momo,Velachery,200,None,Does not offer Dining,3.9,666
Tibet Momo,Porur,200,None,Does not offer Dining,4,515
Tibet Momo,Mogappair,200,3.8,46,4.1,909
Tibet Momo,Karapakkam,200,None,Does not offer Dining,4.1,167
OYALO,Pallavaram,450,3.7,101,3.6,903
OYALO,Red Hills,450,None,Does not offer Dining,3.9,1717
OYALO,Velachery,450,3.5,88,3.7,881
OYALO,Ashok Nagar,450,3.7,65,3.7,651
Oyalo,Teynampet,450,3.2,77,4.1,817
OYALO,Medavakkam,450,None,Does not offer Dining,3.7,134
OYALO,Nanganallur,450,3.6,61,4,251
OYALO,Adambakkam,450,3.8,66,3.7,467
OYALO,Selaiyur,450,3.4,78,3.8,771
OYALO,Madipakkam,450,3.6,57,3.6,633
Oyalo,Kolathur,450,3.3,59,3.8,582
OYALO,Royapuram,450,3.7,61,3.9,1750
OYALO,West Mambalam,450,3.6,72,3.7,596
OYALO,Ambattur,450,2.9,60,3.7,1090
OYALO,Royapettah,450,None,Does not offer Dining,3.9,903
OYALO,Tambaram,450,3.6,60,3.6,1789
OYALO,Pallikaranai,450,3.4,51,3.4,780
OYALO,Chromepet,450,3.3,41,3.6,542
OYALO,Avadi,450,3.4,47,4.1,461
OYALO,Chromepet,450,3.7,47,3.5,679
OYALO,Mogappair,450,3.3,56,3.7,493
OYALO,Perambur,450,None,Does not offer Dining,3.6,277
Oyalo,Thiruvanmiyur,450,3.7,47,3.9,674
OYALO,Madhavaram,450,3.7,51,4,717
OYALO,Choolaimedu,450,3.1,44,3.8,467
Oyalo,Arumbakkam,450,3.6,46,4,602
OYALO,K.K. Nagar,450,3.5,46,3.4,346
OYALO,Perambur,450,3.6,48,3.8,757
OYALO,Red Hills,450,None,Does not offer Dining,3.9,298
OYALO,Purasavakkam,450,None,Does not offer Dining,3.8,885
OYALO,Madipakkam,450,None,Does not offer Dining,3.7,282
OYALO,Valasaravakkam,450,3.1,30,3.6,499
OYALO,Vadapalani,450,3.1,37,3.8,642
Oyalo,Ramapuram,450,3.1,35,3.8,545
Oyalo,K.K. Nagar,450,3.7,27,None,Does not offer Delivery
OYALO,Kolathur,450,3.5,35,3.9,758
Oyalo,RA Puram,450,None,Does not offer Dining,3.7,72
OYALO,Porur,450,None,Does not offer Dining,3,40
OYALO,Koyambedu,450,2.9,23,3.6,196
OYALO,Egmore,450,2.9,10,3.9,29
Oyalo,Arumbakkam,450,None,Does not offer Dining,3.7,102
OYALO,Ambattur,450,2.7,10,3.9,167
OYALO,T. Nagar,450,3.6,5,None,Does not offer Delivery
OYALO,Maduravoyal,450,None,Does not offer Dining,3.9,24
